transactionHash,blockNumber,timestamp,position,transactionFee,coinbase_transfer,flashbots,bidder,penalty,ethPrice,revenue_eth,revenue_dollar
0x1decd228a5de144f4ed8b0b9e2dd89aadac0eea5437bfae14d61b7f3831e87f5,14856424,1653686673,93,15182266783552140,0,False,0x51aceb6e60635c770b97025596080f588b9bb7ba,476903730020088968,1720.8215281933128,0.46172146323653684,794.5402339663499
0xa71b8a16d93c600c46669f934e120aaa3c453f3c0b001a80cc9bed6275965268,14867502,1653841634,9,69984743926760130,0,False,0x51107b3b430440ea796e36a0d3c99fbd51bbad41,445551639068985406,1815.1567996186582,0.3755668951422253,681.7128034290779
0xbc98605bd8285c46d06a81732e070d4340232726db7ea3c5c25bdf7605a195bf,15389425,1661159683,12,9532255746135024,0,False,0xffb93dc622c18291bb8efa112764d8539f8c338c,264158503852335866,1622.6678068423164,0.2546262481062008,413.1738155789764
0x8c32869eb408515f258a9314bac46f03bae70c8ebe8c2876b1d496c9442676ab,15351515,1660641240,158,4631506757792070,0,False,0x51aceb6e60635c770b97025596080f588b9bb7ba,347294552086925756,1876.965221293152,0.3426630453291337,643.1666187051828
0x76be8a379e7dac13777204c9fab6d19b43a59b87471ca934e962196cb78a4d8c,15505205,1662761407,303,7332931353674100,0,False,0x0bfff40545a2250c3f11993e7b75dbbcb11e36ac,489134454980603230,1718.49150797701,0.48180152362692913,827.9718268832625
0xf64fe145a6cbbe996b02efb9466564159e0817bc114fa6eadbf7b8dcea25857e,15505218,1662761672,88,8863999057658850,0,False,0x1cc3195c46c2f6af665ae281ad861eab88ed8fb5,489139490542376501,1718.49150797701,0.48027549148471765,825.349353605972
0x30679d279140ae26b8f13a4228346f14eb5da39d272b6dce7867ecf8f52210a7,15521877,1663000377,338,16225143227519700,0,False,0x9482c72cb018ee03d8c23395038b510ed4e6040c,224272852985117162,1711.4150412862646,0.20804770975759745,356.05597978431143
0x3a6c2fd79bb807cd95cc57e696e756189e4d7abe51cdd91829be4bb65dabd250,15403010,1661345371,108,5870318827365150,0,False,0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,3386291570136283167,1659.0620035101701,3.380421251308918,5608.328453904929
0x15fc507de5cd3e77f992835f67bf43e90835aff0dda8b344c1b3c6d3f627ae5e,15393599,1661216757,102,10859196003546366,0,False,0x175e393539e93720b962d186c70fdf1a362c8fd7,602393080990898315,1666.4382739664154,0.5915338849873519,985.7547062909708
0xb42661448d0719df375ad4b0d0013b1f775f3b1978feac55470f032dfaa4d524,15937586,1668058763,71,9981130530162900,0,False,0x99e32eef37bfba1973778c7b49db610398227575,2544949659666564146,1298.6117237510937,2.534968529136401,3291.939851276596
0x334e507ba8f404421ca34ef3d65d849ce3db317c74fe9c78e9c22110132add9f,15937252,1668054719,188,10295271160513350,0,False,0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,2605006284996195308,1298.6117237510937,2.594711013835682,3369.522142313103
0xb0bc27c361138d97b0b6345538ef18d1a1c9cb83925761c33245544311279664,15394140,1661224035,133,7134765436786653,0,False,0x945457980b331de0cba8484d326539be8fb94a4b,602387887813112125,1666.4382739664154,0.5952531223763253,991.952585825923
0xf6e5ac4aa6c3c0915f6243d04870b567110cac967e3c3d3184dc94070b722c16,15937607,1668059015,54,9325998833994492,0,False,0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,2531476030063937445,1298.6117237510937,2.522150031229943,3275.293599614391
0x6d1ca56490c2bbd8725bb80746990409f334b734567b2e585ee381199978c9ce,15969704,1668446123,81,9167924719644750,0,False,0x2168eacd23ac68676e9b6924312d5000d0c106fe,240850543696684138,1243.3037261243476,0.23168261897703937,288.05186345240054
0xb30d565e7e6d566aaf843d67ad923ce93bd90fcde294302a3d07c836aae244d5,15967795,1668423131,124,6205843178931900,0,False,0xc57be85617723f41797c42ec2fb81cc563c685e1,2270004166142899393,1243.3037261243476,2.2637983229639675,2814.58889013515
0x79a747e737bbc60063725f38a2e33c750d17123f2d5dd7a99a2c0be5a1184fa6,15506171,1662775512,161,4878206391663900,0,False,0x82bbcac5a8b81368a4a96f0265cb40e46020a1e1,485798787475202972,1777.8653751239153,0.480920581083539,855.0120492928975
0x2993e6c26e1ac22ba208f7194fc24ad2971be911a87e875837ecab8ad3bb294a,15972221,1668476483,12,7818981755970052,0,False,0x900dde94908084d3b12efc15dcdeaf6c3bee07b8,2029050540089397388,1249.3746185522075,2.0212315583334273,2525.2754071985096
0x99309f31077964ac2be2ac66a4e85c31a8ab271748feca4f7bc2cbf328bfaec0,15970591,1668456803,147,9407077235215650,0,False,0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,2197834398675014486,1243.3037261243476,2.1884273214397987,2720.879843098427
0x3c665e89b7f2f1ab8c94704dc2a22992492263e045a04c53d6949b445a63fdde,15970594,1668456839,142,9569655067190100,0,False,0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,2189773063580663211,1243.3037261243476,2.180203408513473,2710.655021513804
0xcc26d707cce94dc67e4a1750da7df531f4648320be885b5a46226d1e535b3c30,15970593,1668456827,146,9677216304662100,0,False,0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,2191574325112729756,1243.3037261243476,2.1818971088080676,2712.7608054010116
0x87cbd850096b72fa70d429770c64062121d4b91dbb5dcea179da7de8b2ce6301,15971709,1668470291,248,13099109454299572,0,False,0x1e04bfb945dfa23ed8bdea67947ca0d7b5fff75d,2056996903799316884,1243.3037261243476,2.0438977943450176,2541.185743526496
0xd420465cc69d3bfab624ca0ae9796cf16d8e93c851f39dd021ad0c8a1febb065,15971709,1668470291,275,13099109454299572,0,False,0x0bfff40545a2250c3f11993e7b75dbbcb11e36ac,2057000363815842302,1243.3037261243476,2.043901254361543,2541.1900453779344
0xf6c35146b4c0564366c7542a16b6c853c5abc26c897e65c288338688f6b94880,15972221,1668476483,5,42654327011405484,0,False,0xcb920f7536b21f8ddc959284cfa50fdea2cc3f6b,2032922225396576157,1249.3746185522075,1.9902678983851707,2486.590196361676
0xf7ea7b523f54b02650f81e13ad7ca91ad00d34d4fa9d97b217ac0b522ec16a12,14873155,1653922138,56,19511714663013430,0,False,0x51aceb6e60635c770b97025596080f588b9bb7ba,477776014862102750,1996.0829423717946,0.45826430019908926,914.7335527253495
0x12fd442cf34f8d96d1ae61ee3b7597c2fd0ca921a758f90e57c2c7bbe3b26945,15505200,1662761351,196,8447302418785500,0,False,0x0bfff40545a2250c3f11993e7b75dbbcb11e36ac,489101464899648601,1718.49150797701,0.48065416248086307,826.0000964971651
0x9aa09d0ed2608bec3d3adf2e3b15a68baad58a8c1524db335efb73fc9b1e2d6e,15938624,1668071291,96,9876311373159600,0,False,0x99e32eef37bfba1973778c7b49db610398227575,2432294215089234709,1298.6117237510937,2.4224179037160756,3145.7802895902437
0xa92e2b38e71b60154a7f55e4074d32c29a96a3ccbd1cb917cf0d2888ea9ed27b,15966371,1668405935,170,6524115844290882,0,False,0xf8626584ac2687ad9d4d6395c100e5dbb77232f2,418025998223624277,1243.3037261243476,0.4115018823793334,511.62182366940823
0x0064c67cd50b4041ef5ac46e42238976a0ba37454392eba25a5e01d2a209ae29,15938304,1668067415,34,9474562033372016,0,False,0x38252509a84c2373759e7fe6c2d99a9ecf72aa45,2444501281532480436,1298.6117237510937,2.435026719499109,3162.154245588709
0x134340e3d0909fca8d406a1859f8d7bfa00f84cf095c95dfdc24916eca082852,15938611,1668071135,101,10560228156304950,0,False,0x69e0e2b3d523d3b247d798a49c3fa022a46dd6bd,2444490455955141042,1298.6117237510937,2.4339302277988364,3160.730328611739
0xde65eafacd8e9cd895d44a05f302b38eebe3e411fc277fad8101f8fb50180601,15971697,1668470147,99,12215853005752050,0,False,0x1ed829ec0a7c2cbacad6df33f860e05e8c33b6dc,2071821188634104161,1243.3037261243476,2.059605335628352,2560.7149881323176
0xc06c1f4746dfb1a26b15707228780154306e74230f6f79dff0f302d512d0b93b,15938304,1668067415,33,11863879426821072,0,False,0x91b474140ea2093259a3261379b2232cdb18cc51,2444527037430270212,1298.6117237510937,2.4326631580034492,3159.0848969206386
0x2aad014a5703f2f8b0d6e11af1ff9303c9fcca1d6b54cb8f72f3654604f9c6a8,15938641,1668071495,101,9242128700990850,0,False,0x99e32eef37bfba1973778c7b49db610398227575,2444518225788074810,1298.6117237510937,2.435276097087084,3162.4780902480943
0x7ce67e824fef7af49cf3e53cfb20940f2b0bb316672f68ea31c0f4ae23fcd302,16394554,1673572811,55,9229834129363064,0,False,0xf8626584ac2687ad9d4d6395c100e5dbb77232f2,227539475225094460,1448.8463890584799,0.2183096410957314,316.29713519820314
0xe5b1e8021ae40b7d93375efe670431286e7a3430e22d2d171c4c2acf99ddfd98,14862626,1653773415,294,5426969283736975,0,False,0x51aceb6e60635c770b97025596080f588b9bb7ba,477384730735925859,1797.4831405304099,0.47195776145218893,848.3361192527825
0xfec9c4cca1d72e535f5c4b31be063742fc2c33a565bdea079a506b9e830eef78,15937561,1668058463,155,9470707505884200,0,False,0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,2502880725299073968,1298.6117237510937,2.4934100177931895,3237.971481224659
0xfec9c4cca1d72e535f5c4b31be063742fc2c33a565bdea079a506b9e830eef78,15937561,1668058463,155,9470707505884200,0,False,0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,2502880725299073968,1298.6117237510937,2.4934100177931895,3237.971481224659
0xfec9c4cca1d72e535f5c4b31be063742fc2c33a565bdea079a506b9e830eef78,15937561,1668058463,155,9470707505884200,0,False,0xed2ab4948ba6a909a7751dec4f34f303eb8c7236,2502880725299073968,1298.6117237510937,2.4934100177931895,3237.971481224659
0xabb6688fa2c02ad9364ad50844425850b3b5b4d457d097421029435eac4f077d,15971698,1668470159,84,12683718349195650,0,False,0x0bfff40545a2250c3f11993e7b75dbbcb11e36ac,2043847871777272813,1243.3037261243476,2.0311641534280773,2525.3539603273343
0x91efdef76a2230fd0e27a70c29a5093ac64784777887ef6ea43baf10db962608,15938737,1668072647,86,11804580637468050,0,False,0xb64175902b4f91a6c0abfe7edec9b397f3d2074d,2426702966321668004,1298.6117237510937,2.4148983856842,3136.0153553170926
0xf9e75b0340839f3b56416a5741b5242e2d604d2d2840d38a7de33493088a4ffc,15967743,1668422507,88,6573758321173800,0,False,0x9482c72cb018ee03d8c23395038b510ed4e6040c,2271122148113101259,1243.3037261243476,2.2645483897919276,2815.521451017195
